Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/29/2012,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"QUICKEN LOANS, INC.",CA,92201,,N/A,Web,02/28/2012,Closed with relief,Yes,Yes,18253
04/26/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",NC,28428,,N/A,Referral,04/28/2016,Closed with explanation,Yes,No,1896727
07/22/2015,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"Experian allowed XXXX to pull a hard credit inquiry without my permission. This was done by the XXXX store on XXXX XXXX in XXXX, SC. The store employee who did this was XXXX. After my credit was pulled, she tried to get this reversed. I want this credit pull to be removed from my credit report immediately!",Company chooses not to provide a public response,Experian Information Solutions Inc.,SC,296XX,,Consent provided,Web,07/22/2015,Closed with non-monetary relief,Yes,No,1480692
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,TD BANK US HOLDING COMPANY,VT,05488,"Older American, Servicemember",Other,Web,04/19/2017,Closed with explanation,Yes,No,2440350
07/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"I had an FHA loan at US Bank that was paid off on XXXX XXXX 2015. On paying the loan off on the XXXX XXXX instead of XXXX XXXX I was charged {$1000.00} interest fee. I spoke to US Bank in regards to this and was informed that they were unwilling to refund the charge of {$1000.00} even though the interest charged was the EXACT same day as the loan was paid off. I feel that a {$1000.00} charge for paying off a mortgage loan 2 days into the month is, for better words, a scam.",Company chooses not to provide a public response,U.S. BANCORP,TN,370XX,,Consent provided,Web,07/20/2015,Closed with explanation,Yes,No,1474887
04/16/2017,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,,Company believes it acted appropriately as authorized by contract or law,"American Credit Acceptance, LLC",TX,76210,,Consent not provided,Web,04/16/2017,Closed with explanation,Yes,No,2437313
03/17/2017,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",LA,71292,,Consent not provided,Web,03/18/2017,Closed with non-monetary relief,Yes,No,2389782
04/18/2017,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,JPMORGAN CHASE & CO.,MD,20772,,N/A,Referral,04/19/2017,Closed with explanation,Yes,No,2439594
05/12/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"EQUIFAX, INC.",GA,39817,,N/A,Web,05/14/2013,Closed with non-monetary relief,Yes,No,404246
04/05/2017,Other financial service,Credit repair,Fraud or scam,,"i was tolled i would have a credit score of XXXX at the end of six months.by the Customer Support Specialist worked on my case. which she no longer works their.. in fact they lowered my score ... nothing changed. they keep disputing things that i was paying on like my car payment, my credit card, etc. they company is parkview credit.",Company disputes the facts presented in the complaint,Park View Credit,MI,488XX,Servicemember,Consent provided,Web,04/05/2017,Closed with explanation,Yes,No,2417763
12/15/2014,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,OCWEN LOAN SERVICING LLC,NY,11216,,N/A,Web,12/15/2014,Closed with explanation,Yes,Yes,1156178
06/08/2015,Prepaid card,General purpose card,Fraud or scam,,,,PAYPAL HOLDINGS INC.,AL,36853,,Consent not provided,Web,06/11/2015,Closed with non-monetary relief,Yes,No,1410684
07/12/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian Information Solutions Inc.,FL,32174,Older American,N/A,Web,07/12/2013,Closed with non-monetary relief,Yes,Yes,456041
03/04/2017,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"ONEMAIN FINANCIAL HOLDINGS, LLC.",NC,27597,,Consent not provided,Web,03/04/2017,Closed with explanation,Yes,No,2371691
06/28/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I went through a divorce several years ago and requested a home loan modification through Bank of America. Bank of America refused to get back to me on several occasions causing the process to take a year, destroying my credit in the process. Only when they got the foreclosure judgment and sent it to sheriff sale did they process it correctly and I paid on time for over a year. We decided to sell the home in 2015 and listed it for sale. After about 75 days, we received an offer and accepted. We promptly got an apartment, paid a deposit and signed a lease. We moved into the new apartment about 5 days before closing. As we were preparing for closing, it was discovered by the purchasing lender ( unknown to me ) that Bank of America had sold our overdue principal to HUD. This required us to sell our home for over {$150000.00} to break even. The house only appraised at around {$120000.00} because there have been so many foreclosures in our area. I contacted Bank of America to determine what we could do and informed them that we had a buyer if they could process the short sale immediately. They said that they would probably not be able to and "" hopefully the buyer was still around ''. They went through the same process of continually requesting updated information for months while the process dragged on. I lost my buyer and could make the mortgage payments AND the rent payment on my apartment so I continued to work through the home modification process. I contacted their lawyers several times, received a response on a few occassions. Finally, on XXXX XXXX, I received an email back from XXXX XXXX at XXXX XXXX ( Bank of America 's attorney ) saying that my loan has been "" service released '' to XXXX XXXX. I immediately called them to restart the process and was sent out a packet. I was in the process of submitting the packet and gathering all of the info they needed. My wife drove by the house and there was a sherrif sale notification on it for XX/XX/XXXX. Bank of America, who would no longer work with me and would never respond and sold it to XXXX, processed a sheriff sale. They began the sheriff sale process AFTER I was informed by their lawyers that they no longer serviced the loan! I called XXXX and they confirmed that Bank of America did complete that. 

Lastly, I logged on to the sheriff 's website to discover that BANK OF AMERICA bought it! 

I can only see this as they intentionally did this to somehow gain from the process.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,443XX,,Consent provided,Web,06/28/2016,Closed with explanation,Yes,No,1987818
04/17/2017,Bank account or service,Checking account,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11221,,N/A,Referral,04/18/2017,Closed with explanation,Yes,No,2437915
06/16/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33311,,N/A,Referral,06/17/2016,Closed with explanation,Yes,No,1973040
09/02/2016,Credit card,,Rewards,,"Signed up for the American Express XXXX Card when they had the XXXX points bonus offer. Met the minimum spend of {$3000.00} in 3 months. Received the bonus on XXXX/XXXX/16 and they have taken back the XXXX point bonus on XXXX/XXXX/16, called american express customer support was not given any details as to why they have taken the bonus back only that it was a "" point adjustment '' and the representative could not tell me anything more. I have done nothing illegal or immoral using any of my amex cards and can not see why the points are being taken back.",,AMERICAN EXPRESS COMPANY,AZ,864XX,Servicemember,Consent provided,Web,09/02/2016,Closed with non-monetary relief,Yes,No,2094460
10/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"RE : Credit Inquiries Experian Credit Report There must be another person with the same name as me. There is inaccurate credit inquiries on my credit report. I am not aware of the credit inquiries circled on the credit report attached. 

Please provide me documentation bearing my signature, so that I can validate these credit inquires. 

I am requesting the documentation from credit companies, if they fail to provide me the documentation bearing my signature, then they must delete the account from all the reporting credit bureaus. 

Please address this matter within five business days of receiving this letter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,330XX,,Consent provided,Web,10/11/2016,Closed with explanation,Yes,No,2153862
11/22/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,TX,77065,,N/A,Web,11/22/2014,Closed with explanation,Yes,No,1125242
02/10/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,MI,49022,Older American,N/A,Web,02/10/2015,Closed with monetary relief,Yes,No,1232991
01/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,DE,19901,,N/A,Web,01/20/2015,Closed with explanation,Yes,No,1200385
07/21/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Experian is reporting an address that is not mine. I have disputed this incorrect information on many occasions and I have not have any success getting this incorrect information remove from my credit report. The incorrect address is the XXXX XXXX XXXX, XXXX, GA address.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,303XX,,Consent provided,Web,07/21/2016,Closed with non-monetary relief,Yes,No,2022864
01/29/2017,Credit reporting,,Incorrect information on credit report,Personal information,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,32003,,Consent not provided,Web,01/29/2017,Closed with non-monetary relief,Yes,No,2316532
11/18/2014,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,,,Solidus Group LLC.,MD,21213,,N/A,Phone,11/21/2014,Closed with explanation,Yes,No,1122150
